dataset,run_name,status,n_windows,cvar95_pos_l2,cvar95_pos_nll,cvar95_combined,cvar95_cusum,mean_pos_l2,mean_combined_nll,max_combined_nll,mean_obj_dist_residual,cvar95_obj_dist_residual,min_obj_dist_residual,mean_obj_dist_slope,cvar95_obj_dist_slope,min_obj_dist_slope,mean_obj_dist_past_min,cvar95_obj_dist_past_min,min_obj_dist_past_min,mean_obj_dist_actual,cvar95_obj_dist_actual,min_obj_dist_actual,mean_obj_dist_pred,cvar95_obj_dist_pred,min_obj_dist_pred,frac_adjacent_lane
obs_recovery,goal_007_obs_recovery_t1_20260609_190807,mrm_mrm_succeeded,334,0.024227603722144577,-4.920682780882892,-6.835591021706076,105.53001658263116,0.0076441381132393285,-12.634704934622713,-1.833658218383789,0.23349905522640593,0.6925098475287942,0.03136241436004639,0.0023653523813135656,0.08861597189131905,-0.10518855601549149,0.7608734122784195,1.0,0.053303010761737823,0.8340443789423583,1.0,0.053303010761737823,0.8306358115758724,0.9664599755231071,0.6053866744041443,0.8353293413173652
obs_recovery,goal_007_obs_recovery_t2_20260609_193646,goal_reached,1622,0.041820453343594945,-2.511084701956772,-6.895362128571766,406.7386750254874,0.009582559404960094,-12.39290303315246,1.5158336162567139,0.17910021776850216,0.6307871872332038,0.015566051006317139,-1.956157041668379e-06,0.03942415564570848,-0.10331760346889496,0.9017188920284611,1.0,0.06515077501535416,0.9206122784805283,1.0,0.06515077501535416,0.8564426572269929,0.964120007142788,0.5705649256706238,0.6368680641183724
obs_recovery,goal_007_obs_recovery_t3_20260609_200404,goal_reached,1536,0.04066425225661172,-2.180427063595165,-3.7935322708897776,708.8197503962278,0.009518363053795534,-12.225228525620574,5.03043794631958,0.22424503406121707,0.7991354720933097,0.017099440097808838,0.0004956621649189567,0.04166508993351614,-0.10529480874538422,0.8109637061570538,1.0,0.0468631274998188,0.8367879841631899,1.0,0.04779168218374252,0.8693689559586346,0.9647816535714385,0.5717082023620605,0.630859375
obs_recovery,goal_007_obs_recovery_t4_20260609_203515,goal_reached,1467,0.034735018991538,-3.2624085690524125,-6.94884336639095,359.49074397290394,0.009686301137478537,-12.373670464400622,-3.0347554683685303,0.21581567069179117,0.767842719683776,0.0007250308990478516,-1.358779609873421e-05,0.05539164666992587,-0.1049351766705513,0.8267649830697992,1.0,0.050949577242136,0.8695428237857344,1.0,0.05202876031398773,0.8736938241800648,0.9639612210763467,0.6116389036178589,0.6141785957736878
obs_recovery,goal_007_obs_recovery_t5_20260609_210023,goal_reached,1504,0.03647787008728636,-3.015830432113848,-7.001790965858259,381.8314007115254,0.008647446599689693,-12.407635596996926,-2.6498498916625977,0.1341818650946655,0.43745310251650055,0.017233610153198242,0.0005661268559708062,0.0005661268559708062,0.0,0.9829293916279331,1.0,0.14101064205169678,0.9891159182929612,1.0,0.16062363982200623,0.869074895185359,0.9651223946558801,0.5494511723518372,0.6223404255319149
obs_recovery,goal_007_obs_recovery_t6_20260609_212545,stuck,42,0.01796939844886462,-5.380005995432536,-10.699460665384928,1.0209910529000403,0.01110635421771024,-11.483765874590192,-10.613571166992188,0.5452270798739933,0.611481765906016,0.48865267634391785,0.0016670375979239388,0.0020878276942918697,0.0010307178599759936,0.08524919602842558,0.11812361081441243,0.05427378788590431,0.10204813913220451,0.13896825909614563,0.06674294173717499,0.647275216522671,0.6847463846206665,0.626004695892334,1.0
obs_recovery,goal_011_obs_recovery_t1_20260609_191931,goal_reached,1155,0.043475217539174806,-1.3539564897274148,-5.6112965304276035,445.1275509613477,0.009404816325790212,-12.41125568662371,0.4127609133720398,0.13777684324231498,0.5837783762093248,0.015573859214782715,-1.5058258253056959e-05,0.000785117397328837,-0.1019577756524086,0.9514512958722713,1.0,0.08238005638122559,0.95843978236506,1.0,0.08238005638122559,0.8769804604125745,0.9751268563599422,0.549385666847229,0.6354978354978355
obs_recovery,goal_011_obs_recovery_t2_20260609_194618,goal_reached,1261,0.046211668639443815,-1.6586868949234486,-6.275481790304184,357.0667394506587,0.011097565881649122,-12.303384577443351,3.976266384124756,0.19700977239317596,0.700635764747858,0.033364713191986084,0.0008379670278641246,0.0488589538326778,-0.10254981368780136,0.865736800997055,1.0,0.058571457862854004,0.8908673315755816,1.0,0.07318411022424698,0.8726733930993893,0.9623578228056431,0.5685776472091675,0.6320380650277557
obs_recovery,goal_011_obs_recovery_t3_20260609_201318,goal_reached,1363,0.06271843730971433,7.1344331658404805,2.4165464147277502,1143.9505389000985,0.015531974991434851,-10.927472974785267,9.891682624816895,0.3096338309353096,0.8037838685339775,0.018602609634399414,-5.0993480915073224e-05,0.03706367534544805,-0.10685263574123383,0.7165398554724757,1.0,0.03832627460360527,0.7362619814622166,1.0,0.03832627460360527,0.8395970852516718,0.9733195123465165,0.5663008093833923,0.6749816581071166
obs_recovery,goal_011_obs_recovery_t4_20260609_204406,mrm_mrm_succeeded,181,0.011784763168543577,-6.049954509735107,-11.192263126373291,15.517088946980001,0.005170804377997716,-12.945027493640204,-10.803601264953613,0.24966554681240524,0.5845651507377625,0.0554502010345459,0.004885858866432425,0.06826611524447798,0.0,0.7106850085296355,1.0,0.05693269893527031,0.7594728636148885,1.0,0.06984651833772659,0.8332659243220124,0.9432314276695252,0.6521174311637878,0.7624309392265194
obs_recovery,goal_011_obs_recovery_t5_20260609_210915,mrm_mrm_succeeded,182,0.013973838835954665,-5.9549493312835695,-10.726805210113525,17.706124527899785,0.0056102243543936425,-12.8390870985094,-10.421708106994629,0.16606691610682142,0.33980300426483157,0.05432373285293579,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8339330838931786,0.9393943190574646,0.6557327508926392,0.7527472527472527
obs_recovery,goal_011_obs_recovery_t6_20260609_213603,engage_failed,57,0.019004572182893753,-5.2116462389628095,-10.517669041951498,1.9908721656130055,0.010461444353782818,-11.274352090400562,-10.44448471069336,0.5132857838220763,0.5700616041819254,0.43017297983169556,0.0018667330548755433,0.002154761226847768,0.0011899505043402314,0.11517691455389324,0.1675209105014801,0.06857689470052719,0.13391062016027017,0.18812117477258047,0.08112478256225586,0.6471964047666181,0.6801044742266337,0.6201459765434265,1.0
obs_recovery,goal_021_obs_recovery_t1_20260609_192751,mrm_mrm_succeeded,205,0.011136916212060234,-6.181328773498535,-11.817161213267934,11.005182383382937,0.0047385940370831365,-13.048573024098467,-11.646437644958496,0.26235118944470476,0.5622796362096613,0.05585014820098877,-0.00023907106483309735,0.06176958051086827,-0.10381999611854553,0.6609613040598428,1.0,0.0656200423836708,0.6995687391336372,1.0,0.0656200423836708,0.7990472255683527,0.9432679306377064,0.5753778219223022,0.7902439024390244
obs_recovery,goal_021_obs_recovery_t2_20260609_195518,goal_reached,1329,0.042365761223568846,-1.8622656544642662,-5.870581495228098,453.4318291890938,0.009136329262967067,-12.488324192433181,-0.8856574296951294,0.14043070881594563,0.5656415001669927,0.016003787517547607,1.0088786985262657e-05,0.03952054395131878,-0.1053350567817688,0.9229820913434074,1.0,0.04944976046681404,0.9421500469606294,1.0,0.04944976046681404,0.8799644756173621,0.9663957481953636,0.569277286529541,0.6252821670428894
obs_recovery,goal_021_obs_recovery_t3_20260609_202607,goal_reached,1310,0.038364848206666385,-2.2281609809759892,-6.286806507544084,443.6175969120001,0.009900069988500647,-12.422452446704602,0.9431606531143188,0.3040280781401933,0.7514475078293772,0.016663789749145508,0.0006880695487863343,0.04637146640964078,-0.1019539013504982,0.6844610416365944,1.0,0.05130255967378616,0.7121381101262478,1.0,0.05182868614792824,0.8777592925624993,0.9644855856895447,0.5508480668067932,0.6160305343511451
obs_recovery,goal_021_obs_recovery_t4_20260609_205117,goal_reached,1341,0.037269068607950914,-2.5988565578180203,-5.630527836434982,481.40071701923665,0.009100274392117181,-12.414919389707663,-0.6411397457122803,0.23449739060412583,0.7605541374753503,0.017397284507751465,-0.0003849805025968945,0.03296983680304359,-0.10294050723314285,0.7906092006899278,1.0,0.07353547215461731,0.8120883670618159,1.0,0.07353547215461731,0.8783481232183002,0.9646082844804315,0.5746045112609863,0.6286353467561522
obs_recovery,goal_021_obs_recovery_t5_20260609_211630,goal_reached,1415,0.046425243551042716,-0.22632363984282589,-4.547615559168265,358.0895859198005,0.010984534196298102,-12.089643351222938,1.1398669481277466,0.16672044257393154,0.6643293978462756,0.008453309535980225,0.0006896043604596884,0.03344426609733155,-0.1046108603477478,0.9212577350437641,1.0,0.05815181881189346,0.9388358861181635,1.0001340633408624,0.058502282947301865,0.8667655060232318,0.9656827197947973,0.5716554522514343,0.6551236749116608
obs_recovery,goal_021_obs_recovery_t6_20260609_214325,engage_failed,59,0.01739073172211647,-5.468321164449056,-10.779060363769531,0.31253663294732864,0.011428085376776882,-11.407851170685332,-10.714458465576172,0.49993477433414785,0.6067155798276266,0.30856770277023315,-0.015869124470400956,0.0,-0.10329359024763107,0.36822916018003127,1.0,0.062418002635240555,0.3680729400050842,1.0,0.0618959479033947,0.6518554263195749,0.6915217439333597,0.628679633140564,1.0
obs_noescape,goal_007_obs_noescape_t1_20260504_005501,stuck,219,0.010675247419964184,-6.098778811368075,-11.549675594676625,14.930815801228563,0.004841247300197983,-12.90853877916728,-11.179300308227539,0.19982061892339628,0.4415779167955572,0.05571264028549194,0.00037016923705192464,0.00037016923705192464,0.0,0.9966684770366373,1.0,0.27039647102355957,1.0,1.0,1.0,0.8001793810766037,0.9433453787456859,0.5439598560333252,0.7990867579908676
obs_noescape,goal_007_obs_noescape_t2_20260504_011253,stuck,279,0.04975661302783659,-2.243472167423793,-8.299211025238037,44.766064259069616,0.008201115502847365,-12.543017219898948,-4.945739269256592,0.26100065941024425,0.5652452451842171,0.055349886417388916,0.003226914401349735,0.0602657452026116,0.0,0.8663067684432084,1.0,0.09372386336326599,0.8985470149091922,1.0,0.10956127941608429,0.7668264172837725,0.9407544987542289,0.5644956231117249,0.8422939068100358
obs_noescape,goal_007_obs_noescape_t3_20260504_013013,stuck,270,0.048478880897164345,-2.4588694913046703,-8.793199913842338,37.986861665286675,0.00789490326052247,-12.63581775912532,-5.523867130279541,0.3106802724025868,0.6406759406839099,0.05589359998703003,4.877549458965573e-05,0.056661229713686874,-0.10446089506149292,0.6919219189633926,1.0,0.056630074977874756,0.7236891395929786,1.0,0.056630074977874756,0.7717522614532046,0.9410394302436283,0.57094407081604,0.8407407407407408
obs_noescape,goal_007_obs_noescape_t4_20260504_014741,stuck,274,0.03955335955002478,-3.4742036376680647,-9.314647436141968,25.203661233466402,0.007495372982298017,-12.609715978594592,-6.285953998565674,0.262833271148431,0.6061994986874717,0.05506950616836548,0.0034094249704737134,0.0631667285259547,0.0,0.854549117970967,1.0,0.06185482069849968,0.8886229302054339,1.0,0.07271330803632736,0.7700775731218993,0.9415038738931928,0.5686015486717224,0.8394160583941606
obs_noescape,goal_007_obs_noescape_t5_20260504_020509,stuck,312,0.0432302241679281,-0.5124885141849518,-6.463913679122925,80.61480326740403,0.011741900710778562,-11.95666977381095,-2.757272720336914,0.440960311736816,0.7031894996762276,0.05595576763153076,0.0005865612425486105,0.07735160226002336,-0.10500306636095047,0.3827420607424126,1.0,0.05379205197095871,0.4452906201641338,1.0,0.05379205197095871,0.7553600707115271,0.9414950832724571,0.5652886629104614,0.8621794871794872
obs_noescape,goal_007_obs_noescape_t6_20260504_022234,stuck,250,0.03240635460959031,-4.41007427068857,-10.086703373835636,27.832039566040066,0.00668292756320443,-12.624772445678712,-8.133498191833496,0.2454216227531433,0.5716494000875033,0.05525916814804077,0.0036301894579082727,0.0650782180735125,0.0,0.8392167407274246,1.0,0.08733172714710236,0.8754930903315544,1.0,0.1003403291106224,0.7875240564346313,0.9432175434552706,0.5630912780761719,0.828
obs_noescape,goal_011_obs_noescape_t1_20260504_010101,stuck,247,0.033978295440857224,-4.263868240209726,-10.165836627666767,24.551950771316378,0.006843868524273518,-12.693640631702747,-8.5537109375,0.24005858944012567,0.6147887569207412,0.055662333965301514,0.0035691540711253,0.06604289263486862,-0.007119952701032162,0.8530263957767351,1.0,0.06613554805517197,0.8908318226877977,1.0,0.06613554805517197,0.7927409188467481,0.941420894402724,0.5686078071594238,0.8259109311740891
obs_noescape,goal_011_obs_noescape_t2_20260504_011830,stuck,249,0.034017724773058526,-4.134675649496225,-9.927774942838228,25.564179644085307,0.007035015711007288,-12.5642840603748,-7.885427951812744,0.20707105177952104,0.43981252725307757,0.05525249242782593,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.792928948220479,0.9404932994108933,0.5457355976104736,0.8273092369477911
obs_noescape,goal_011_obs_noescape_t3_20260504_013608,stuck,234,0.036767050779114165,-3.6858843763669333,-9.324384808540344,36.73223240864581,0.0067009740958336545,-12.61474777898218,-6.59883975982666,0.24949762823744717,0.6319141934315363,0.05517762899398804,-0.003343146804169927,0.0033068466970386603,-0.09232684224843979,0.9048653336034881,1.0,0.16905847191810608,0.9034867163142587,1.0,0.16905847191810608,0.7924694296641227,0.9411570032437643,0.5488212704658508,0.8162393162393162
obs_noescape,goal_011_obs_noescape_t4_20260504_015333,stuck,296,0.04868659153580666,-0.8194991827011109,-7.462174193064372,71.64002511963118,0.009922546029957704,-12.314064304570895,-6.061370372772217,0.2724743402890257,0.6428392608960469,0.05496180057525635,0.0031916158139555025,0.06201643777700762,-0.0005848027067258954,0.8539969238729493,1.0,0.05160477012395859,0.8860346772582144,1.0,0.05160477012395859,0.7640952047061276,0.9402865886688232,0.5655746459960938,0.8547297297297297
obs_noescape,goal_011_obs_noescape_t5_20260504_021107,stuck,262,0.051616733627659936,-0.1399768931525094,-6.256604739597866,86.65924362358905,0.01185620238955394,-12.002691023222363,-4.312175273895264,0.28836758423397557,0.6479290681225913,0.08059722185134888,-0.00017943634356786176,0.03569972648152283,-0.09916047006845474,0.8575575599119863,1.0,0.10252596437931061,0.88759937908017,1.0,0.10252596437931061,0.7780131231282503,0.9399750701018742,0.5962975025177002,0.8320610687022901
obs_noescape,goal_011_obs_noescape_t6_20260504_022813,stuck,276,0.030551828310957978,-4.631770883287702,-9.76832560130528,33.5898902505081,0.007477252170602973,-12.54611018775166,-8.523965835571289,0.23699441206627997,0.6335254183837346,0.05532073974609375,-2.0826110562336616e-11,0.061945006983088594,-0.10278147459030151,0.8754361859266309,1.0,0.07286776602268219,0.9090078093003535,1.0,0.07286776602268219,0.783784331186958,0.9396504632064274,0.5646727085113525,0.8369565217391305
obs_noescape,goal_021_obs_noescape_t1_20260504_010657,stuck,310,0.04718220070935786,-1.3356023281812668,-7.913670361042023,110.05386995577031,0.011149442264614928,-12.090129332388601,-6.673531532287598,0.2886633784540238,0.610675036907196,0.05538797378540039,-0.0029016502738349733,1.9118309616020033e-06,-0.09789537638425827,0.8346805884232444,1.0,0.07238522171974182,0.8318225342900523,1.0,0.07238522171974182,0.7633688674819085,0.9405739903450012,0.5543015003204346,0.8612903225806452
obs_noescape,goal_021_obs_noescape_t2_20260504_012420,stuck,301,0.045849526999518275,-1.6734916642308235,-8.322315007448196,66.96939801357901,0.009829472333882809,-12.319484975250852,-6.870482444763184,0.27310638055452874,0.5528329275548458,0.05584317445755005,-0.00016598786348074774,0.045790975680574775,-0.10394463688135147,0.7706823726478605,1.0,0.06449825316667557,0.8037664261569216,1.0,0.06449825316667557,0.7643500182319717,0.9405297413468361,0.5701884031295776,0.8571428571428571
obs_noescape,goal_021_obs_noescape_t3_20260504_014144,stuck,249,0.03002901289325494,-4.298998630963839,-9.115463110116812,40.91911490979219,0.006463374610009405,-12.552165625085792,-6.112607002258301,0.2427060735752305,0.6000353052065923,0.05531322956085205,0.0037341102706193625,0.06743989172033392,0.0,0.8444638326764107,1.0,0.06534610688686371,0.8817770611270365,1.0,0.07876335084438324,0.792123995392198,0.9418741418765142,0.5676650404930115,0.8232931726907631
obs_noescape,goal_021_obs_noescape_t4_20260504_015916,stuck,301,0.05019603646360338,-0.5061989724636078,-7.111922264099121,89.48217080657255,0.010602789101781838,-12.234818135385101,-5.7469048500061035,0.2701490264002271,0.5459588691592216,0.05673325061798096,-0.00016387450923382047,0.04599904181668535,-0.10368900001049042,0.7752065217475163,1.0,0.06679899990558624,0.8036512155766503,1.0,0.06679899990558624,0.7655790149175448,0.9397798329591751,0.5720590949058533,0.8538205980066446
obs_noescape,goal_021_obs_noescape_t5_20260504_021632,stuck,251,0.026581944324649297,-4.798514219430777,-9.399044770460863,33.66797044194625,0.0066021633332370745,-12.577303054323234,-7.068305015563965,0.25179314019670523,0.6384157675963181,0.055198848247528076,0.0037778971503526753,0.07027281884354754,0.0,0.8292582804908553,1.0,0.0511833131313324,0.8670401483536716,1.0,0.0528118833899498,0.7900404353065794,0.9421713948249817,0.5651079416275024,0.8247011952191236
obs_noescape,goal_021_obs_noescape_t6_20260504_023658,stuck,292,0.051454013834396996,-0.8790738105773925,-7.572600237528483,60.651447785172834,0.00979851031297585,-12.386236288776136,-6.517833232879639,0.26727375735158787,0.6135916153589884,0.05540519952774048,0.003218530907498175,0.0597688868176192,0.0,0.8653682708893329,1.0,0.05692373961210251,0.8975375860623301,1.0,0.06610633432865143,0.7644831636180617,0.9407001376152039,0.5664942860603333,0.8527397260273972
